,filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,raga
10,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-1,0.058998782,0.246173613,1356.468667,1274.448305,2498.418226,0.070369945,-320.6519684,121.2193095,-56.05781551,22.49477089,-19.52733342,-40.05260764,-33.10130379,-27.81574826,-24.84455034,-5.650209103,-26.77100048,-2.031792281,-12.95101653,-21.74024183,0.401491203,-18.81422863,-1.791113699,5.100019142,-5.337469855,-3.811460874,abhogi
11,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-2,0.058998782,0.246173613,1356.468667,1274.448305,2498.418226,0.070369945,-320.6519684,121.2193095,-56.05781551,22.49477089,-19.52733342,-40.05260764,-33.10130379,-27.81574826,-24.84455034,-5.650209103,-26.77100048,-2.031792281,-12.95101653,-21.74024183,0.401491203,-18.81422863,-1.791113699,5.100019142,-5.337469855,-3.811460874,abhogi
12,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-3,0.059103291,0.24425845,1392.112386,1251.821464,2544.992944,0.082434876,-329.5933312,110.3789154,-47.96458439,22.78071848,-13.52798402,-40.87415275,-31.06645098,-32.14393988,-24.039671,-13.10031816,-22.95022573,-2.452562173,-11.69925892,-16.88820508,-0.646839155,-16.45050265,-2.700809169,5.976685651,-5.483521585,-2.226357217,abhogi
13,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-4,0.082722805,0.225737496,1670.901484,1312.401373,2893.590836,0.108317183,-338.6914088,60.55138708,-89.47745705,16.50667662,-14.86440953,-22.24675309,-24.81431705,-42.68740083,-25.4762049,-15.28923408,-34.0409987,-8.102382968,-6.153394773,-6.162684862,6.889622447,6.842998087,27.54478082,25.23644499,10.99006492,3.025115807,abhogi
14,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-5,0.084532708,0.233245594,1619.776335,1337.155321,2850.507763,0.092988478,-305.7310764,73.50091547,-85.88647275,13.36396337,-21.6527197,-24.74004274,-27.50342282,-46.12652823,-31.07771377,-14.5244144,-36.50086766,1.944649511,-1.829981115,-3.157859971,16.18276767,4.633650454,18.45187079,13.8726204,-1.077573293,-2.37793788,abhogi
15,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-6,0.054107726,0.259341061,1337.317058,1206.041802,2477.718351,0.071721789,-319.5626743,122.8339831,-53.85598896,29.42234431,-10.34331536,-38.11315882,-27.32970606,-37.23805083,-23.07204411,-6.859161334,-23.81953301,-1.064037958,-10.65098947,-15.83033113,0.757436275,-20.01219417,-2.681336184,5.711450955,-6.997639822,-0.923513492,abhogi
16,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-7,0.058950707,0.252979912,1138.975553,1046.566922,1990.921295,0.067743355,-350.9737343,118.0965668,-52.71005602,10.18719258,-20.86716739,-33.49899733,-21.34799047,-38.87837839,-26.00248649,-9.962376869,-22.49043046,-7.453326326,-9.933518264,-17.64252735,-3.959253558,-17.26662607,-1.577306251,8.30070009,-3.101975699,4.708972744,abhogi
17,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-8,0.063468792,0.231901942,1317.737938,1132.372058,2336.244206,0.075156764,-335.3473275,107.2787386,-71.63326778,10.8451142,-19.10605498,-31.52025369,-23.57840805,-47.070972,-24.92671559,-7.296823189,-29.28406402,-9.020241571,-10.28891336,-19.52012748,-2.068480866,-9.158302556,9.374667057,21.83077405,7.754449985,7.302380261,abhogi
18,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-9,0.058373082,0.230908052,1719.584962,1283.796451,2903.490776,0.10926011,-359.9409102,72.26551817,-81.63688252,13.23106235,-19.21145884,-24.55535019,-28.88839219,-43.94328836,-23.97833503,-9.430043182,-31.92506819,-9.452231456,-6.697033645,-15.44788278,1.37538886,-4.305984808,22.97426126,29.23994879,8.943161621,8.695066325,abhogi
19,Ananthalakshmi Sadagopan - Sri Lakshmi Varaham-10,0.060751334,0.25420807,1409.680848,1182.508042,2446.843538,0.080467767,-311.4562806,107.7438769,-76.08335735,13.88554524,-7.822837675,-30.47695039,-30.66338848,-43.35690035,-25.8047248,-4.344224309,-28.36374709,-7.885459305,-7.572543704,-15.17207558,2.494056472,-12.43328017,7.938564419,14.61714954,-2.026315391,3.049874677,abhogi
20,T. M. Krishna - Sabha Pathiku-1,0.02271926,0.264760147,1998.933543,1747.986076,3840.583369,0.123981533,-405.2313065,102.0778182,-29.06720226,25.00537261,-19.84634179,-18.20850281,2.386797422,-26.18828667,-26.94879914,5.905236478,-11.02665148,-6.620222549,0.182651009,-26.72755259,7.038087093,-0.276400506,-27.39216467,-0.362682589,-7.965971126,-7.417897063,abhogi
21,T. M. Krishna - Sabha Pathiku-2,0.02271926,0.264760147,1998.933543,1747.986076,3840.583369,0.123981533,-405.2313065,102.0778182,-29.06720226,25.00537261,-19.84634179,-18.20850281,2.386797422,-26.18828667,-26.94879914,5.905236478,-11.02665148,-6.620222549,0.182651009,-26.72755259,7.038087093,-0.276400506,-27.39216467,-0.362682589,-7.965971126,-7.417897063,abhogi
22,T. M. Krishna - Sabha Pathiku-3,0.044285499,0.281115884,2009.882448,1897.425866,3840.312195,0.114890483,-294.0423353,103.8201101,-42.15899813,12.57785653,-13.77219067,-30.89584033,-4.810109677,-28.10358092,-32.69854335,15.43420155,-20.13713215,-11.63334756,-0.695905259,-22.98163886,4.611205295,-4.839151758,-31.07532994,5.943720179,-15.47905931,-10.15729653,abhogi
23,T. M. Krishna - Sabha Pathiku-4,0.021807749,0.251135193,2689.18386,1703.307232,4296.81811,0.185125095,-442.2639065,30.80904702,-24.3210118,34.80124865,-9.58235648,-16.94716389,0.581664169,-20.24131926,-18.36277173,1.405969152,-13.5519863,-6.61392637,0.862469762,-18.68077119,3.306299508,0.399298065,-23.8109164,-1.604369299,-5.268403719,-7.121272449,abhogi
24,T. M. Krishna - Sabha Pathiku-5,0.08268524,0.264937339,2274.959142,1823.665591,3879.803125,0.138386741,-245.7921559,54.8054411,-87.33728795,6.416812313,-12.77664708,-44.06863872,-20.08966079,-29.85162454,-33.59236596,7.634678843,-19.83388244,-15.19785909,-4.598816767,-22.75184892,-6.849022099,-11.2170864,-28.42827278,4.854530447,-13.59787414,5.625880569,abhogi
25,T. M. Krishna - Sabha Pathiku-6,0.03771355,0.274224841,2691.652399,1699.876793,4260.490873,0.179554043,-368.112725,45.76405402,-39.53546069,21.99964901,-11.95614113,-24.95804995,-6.518632683,-23.48996119,-20.82246497,6.343768438,-14.38417548,-9.572032259,1.647132007,-16.86501219,-1.712577506,0.277664419,-24.65361064,3.880324914,-6.606132735,-3.451390402,abhogi
26,T. M. Krishna - Sabha Pathiku-7,0.034830064,0.263569051,2168.311803,1831.941305,3850.787536,0.137350509,-350.184673,87.81005663,-39.82796801,21.82712482,-11.17120364,-26.33356852,-9.518127825,-20.54017694,-26.48361549,2.601453199,-16.16700993,-8.364483949,-1.6448458,-19.0580353,3.808112939,-5.749906484,-22.93339496,5.468948034,-9.122478976,-5.459691229,abhogi
27,T. M. Krishna - Sabha Pathiku-8,0.047455575,0.271220143,2237.197171,1815.770602,3924.054661,0.135370966,-295.8185568,80.80456342,-57.42966834,17.71241082,-13.63967464,-38.26602668,-13.32824007,-19.2842584,-26.77178745,5.407275008,-16.00089398,-15.2477816,0.437384245,-20.29568848,-0.723935833,-8.526952508,-26.30240666,2.473451612,-13.54069213,-5.494811999,abhogi
28,T. M. Krishna - Sabha Pathiku-9,0.078225344,0.267686626,2080.194268,1742.399585,3502.731027,0.125573002,-274.0739206,58.92483006,-87.63216876,-15.22503624,-19.21344856,-39.2171572,-13.21001137,-27.48046837,-32.80052275,21.14921824,-12.76393635,-19.35298765,-2.925017547,-18.51246914,-1.500854276,-10.57857731,-26.31807007,3.538070187,-14.61702991,-4.746871226,abhogi
29,T. M. Krishna - Sabha Pathiku-10,0.070522897,0.269660373,2069.634479,1834.274995,3682.468995,0.115971807,-255.9316597,79.46082391,-68.74374221,0.52589041,-13.64013904,-40.31033955,-13.96796478,-32.31561495,-35.51618887,9.816696899,-17.06326573,-10.12468473,-4.585759154,-18.58450125,-2.249894628,-8.088201343,-22.30482596,0.927816335,-13.96567256,-3.85237668,abhogi
30,Voleti Venkateshwarlu - Evari Bodhana-1,0.052189689,0.28255007,1247.52741,910.3273716,2166.028569,0.077397869,-349.5689182,121.8058908,-56.410647,26.21444018,46.83444206,-30.55828762,-50.528442,-39.84401642,-17.91824557,-3.383151309,-19.93131042,-20.05582216,-6.575233491,-12.33431812,-4.601808607,3.859268088,-14.09826566,-10.30517516,4.957235132,-3.759175751,abhogi
31,Voleti Venkateshwarlu - Evari Bodhana-2,0.063894883,0.263544116,1397.793009,901.3093599,2271.561264,0.092601103,-336.2883661,99.54597785,-72.800168,23.20050139,33.73371564,-35.78080615,-48.83232597,-39.70435269,-15.48104751,-2.183617114,-16.20440332,-15.86485241,-1.365564164,-9.822780382,-8.51887472,2.74136413,-16.18988249,-14.12744378,3.073886253,-4.472430476,abhogi
32,Voleti Venkateshwarlu - Evari Bodhana-3,0.045753881,0.233906413,1538.423047,985.1618262,2375.360637,0.110503111,-416.5564051,85.17182929,-33.54059165,27.12943011,22.05150079,-30.62731711,-26.62738053,-23.35584785,-22.97318769,-11.70313322,-12.00116705,-12.84883337,-7.010261024,-6.978422511,-4.360980761,-0.641579866,-5.707483644,-4.003068604,1.581745816,1.145245516,abhogi
33,Voleti Venkateshwarlu - Evari Bodhana-4,0.097634323,0.270524814,1239.036228,968.0051119,2238.878128,0.069761861,-280.8742619,133.3106443,-66.18369845,21.14910593,11.9969617,-41.63931795,-43.96573414,-48.41507829,-21.54788833,-3.85518503,-10.24576219,-3.114464588,0.075216474,-14.70551588,-7.135558861,7.748404461,-15.67185292,-16.82997386,6.742124577,0.074959895,abhogi
34,Voleti Venkateshwarlu - Evari Bodhana-5,0.09644936,0.275791439,1222.845371,948.6966126,2204.145005,0.07043457,-282.268393,138.0138522,-66.62948485,20.17833675,12.30831596,-43.95319543,-43.55193488,-48.18669634,-22.71816126,-3.487605736,-11.03429473,-3.075858645,0.211097473,-15.03468461,-7.691844627,6.121299518,-15.12712805,-17.12393461,5.4274663,0.504151192,abhogi
35,Voleti Venkateshwarlu - Evari Bodhana-6,0.10676983,0.266318324,1280.43234,980.6693639,2316.569325,0.07554943,-266.0905549,121.210108,-62.07034111,17.19447514,9.178406855,-34.80774873,-41.38766815,-49.41271845,-22.94995354,0.352171638,-3.206810958,-7.098654467,-1.570918329,-10.21662337,-8.283697833,8.324928235,-12.14433117,-15.58180856,7.253380165,2.748536768,abhogi
36,Voleti Venkateshwarlu - Evari Bodhana-7,0.104043804,0.277319241,1525.113725,1053.511875,2565.159489,0.103078364,-281.3483248,107.8593447,-59.22306089,22.62192375,6.870629492,-36.93682072,-38.21526365,-41.9875001,-18.71791941,-2.738035337,-5.896133443,-6.255676889,-1.828437737,-8.501808831,-5.64521223,5.356890293,-12.0344814,-12.14700379,6.527953835,4.382885212,abhogi
37,Voleti Venkateshwarlu - Evari Bodhana-8,0.059860785,0.246766613,2222.594617,1135.747678,3236.680428,0.18184206,-373.2547956,59.81105814,-36.5237057,13.75837308,7.208680278,-20.20678267,-20.51213115,-19.30594735,-10.7030561,-4.072600352,-0.584045649,-2.370114562,-3.254049623,-4.78979152,-3.856260893,0.963802118,-8.814801029,-7.286417399,4.184086793,-0.417027762,abhogi
38,Voleti Venkateshwarlu - Evari Bodhana-9,0.06205707,0.237746262,2067.841633,1143.736238,3061.139823,0.162864095,-370.6327422,67.87905015,-42.17280854,9.748431497,-0.895728117,-23.39925414,-23.79565252,-25.338695,-11.91745251,-3.304909899,-0.099637517,-4.040102245,-2.933032762,-4.036388496,-4.922804124,0.666427915,-11.4819717,-9.26927536,4.305236014,-0.199173465,abhogi
39,Voleti Venkateshwarlu - Evari Bodhana-10,0.033918899,0.214357641,2495.373707,977.4268408,3283.505145,0.211766293,-444.6263861,35.66030897,-33.03568143,15.06462936,3.164092521,-21.40981971,-10.95086353,-7.433124521,-11.42435803,-4.566637929,3.881980265,-5.034054202,-5.248963741,1.173982988,-1.151245565,-2.028675467,-6.385156371,-1.461066053,2.088184281,-3.086339352,abhogi
40,G. N. Balasubramaniam - Manasu Nilpa-1,0.136977911,0.249504863,1071.479723,561.4124346,1571.873828,0.083841141,-266.0460563,160.0358146,-66.80467647,-71.816984,-18.60800909,-14.75978365,-27.58587896,-15.90210569,-1.472656589,-2.423905063,5.200387208,5.472517777,-1.197508588,-0.459822316,-1.413626548,-3.863116671,-5.281008389,-2.888107876,1.445028947,1.722746071,abhogi
41,G. N. Balasubramaniam - Manasu Nilpa-2,0.173822895,0.265174297,1122.108475,630.420917,1669.70657,0.086869845,-216.7366684,171.0874029,-86.85379522,-63.11614549,-16.53940818,-27.94269834,-28.25147712,-18.42525405,-10.6320052,-4.966519388,1.536949114,-0.296943909,2.396480056,8.59290508,5.492335045,0.95226033,-3.68279059,-2.890934236,2.215941879,-0.372673876,abhogi
42,G. N. Balasubramaniam - Manasu Nilpa-3,0.16204983,0.255098135,1057.552369,647.9042084,1618.273548,0.079196044,-224.4373298,176.7449886,-66.75453238,-51.17788177,-13.07457775,-17.1158498,-26.82596494,-23.17606319,-9.114966065,-2.640764021,3.887914389,-0.690447605,-0.759028174,5.121712842,2.570921667,0.112653833,-5.320240716,-4.671402887,2.421093021,1.706689095,abhogi
43,G. N. Balasubramaniam - Manasu Nilpa-4,0.169902608,0.231590376,1080.517845,654.3473453,1625.115173,0.079126884,-251.1816883,149.7664649,-68.35253218,-50.90719967,-23.95961127,-26.14009652,-28.13723193,-20.31040747,-5.347523218,1.42514394,8.959109838,2.357253803,-1.428262743,3.16261564,2.924868593,1.502862615,-3.109129001,-2.362380177,0.613334078,-1.277245125,abhogi
44,G. N. Balasubramaniam - Manasu Nilpa-5,0.184287548,0.253000706,1059.486329,660.2622145,1604.573631,0.075515794,-216.5120212,167.8505125,-74.13832489,-53.32824546,-24.75946647,-25.74526374,-26.51960233,-21.85857414,-7.394969526,0.048001935,8.37999771,1.673530463,-2.525792801,2.749004667,1.26797055,-0.963541602,-5.455491217,-5.185550408,-0.130366396,0.618167767,abhogi
45,G. N. Balasubramaniam - Manasu Nilpa-6,0.121527046,0.243879166,1068.188654,543.7867109,1513.299183,0.090166121,-269.5707258,186.8416763,-62.92637212,-75.93808851,-18.44490887,-12.25150737,-18.84369992,-17.88840315,-16.70204835,-6.002458074,0.777732602,-10.03589135,-2.626608973,7.758375021,-3.485271579,-2.263709837,2.656971596,-5.417964037,1.378803453,14.96270086,abhogi
46,G. N. Balasubramaniam - Manasu Nilpa-7,0.153396815,0.182530032,1132.660993,630.1036792,1702.581371,0.079437539,-284.9949509,141.7191892,-91.78395469,-66.49487583,-10.43474501,-21.27513665,-22.43260515,-16.55987648,-19.10689643,-3.409450291,11.52490597,13.5490562,28.1212897,31.85770096,16.26578114,5.411852222,-0.478613784,-3.868918396,-1.577325968,-0.972742832,abhogi
47,G. N. Balasubramaniam - Manasu Nilpa-8,0.127214387,0.218508306,1062.752382,574.9976278,1556.265589,0.083083776,-273.7674348,175.7490306,-64.01323585,-69.18965567,-16.33007924,-14.42265313,-20.18190069,-17.61452641,-16.92701478,-4.746270346,5.146219425,-4.862093863,2.408026387,11.27490526,-0.51649807,-0.836272857,1.370982649,-6.173943353,-0.593100394,8.092496545,abhogi
48,G. N. Balasubramaniam - Manasu Nilpa-9,0.124165453,0.24277282,1240.294661,664.0875388,1824.238969,0.095546285,-311.2101445,143.915168,-62.46799688,-63.55406255,-0.904031076,-8.902458964,-33.93344469,-21.905671,-5.657068873,-6.756160065,-2.05740238,2.632367982,2.376077322,5.424489647,4.331379837,-0.282676503,-3.562920426,-1.712031786,3.295680232,1.421707537,abhogi
49,G. N. Balasubramaniam - Manasu Nilpa-10,0.162606627,0.278538799,969.6189081,508.6448782,1466.316133,0.074454954,-241.0642487,197.8838361,-59.90832463,-80.80872113,-15.3090908,-20.83650076,-33.58547202,-15.44598783,-9.113573143,-8.457520507,3.960540855,2.88170068,-2.580794194,1.669798097,-1.060187204,-3.157637068,0.300054431,-1.937448068,-2.389327138,0.359436434,abhogi
50,Prasanna Venkataraman - Manasu Nilpa-1,0.030113226,0.259489771,2746.4018,2087.467621,4600.663847,0.192138294,-431.5263664,66.50933166,2.115810317,14.63249129,-1.443775076,-4.302772037,-22.65681713,-11.03933339,-22.89732342,-4.875754303,-3.420897621,-10.32060195,-8.884525984,2.461837656,-7.75241219,-0.828328501,-12.2046007,-5.047024663,-4.371133969,-5.980572639,abhogi
51,Prasanna Venkataraman - Manasu Nilpa-2,0.029692493,0.256523811,2114.244339,2046.426182,3659.061207,0.11561079,-395.2018488,86.44704674,1.520115856,10.7495239,-5.690481968,-6.403160046,-13.60870929,-7.513726754,-23.55942756,-4.092147223,-5.211694763,-15.04509018,-11.80071532,-2.328411973,-7.768309165,-3.908850385,-14.75470617,-5.206049593,-8.123689548,-6.827391062,abhogi
52,Prasanna Venkataraman - Manasu Nilpa-3,0.039605506,0.259487107,2831.485464,2198.06635,4795.096005,0.175300527,-376.7178723,74.59328489,-0.13433032,3.421898172,-4.932902284,-3.47487839,-26.38177934,-11.17661408,-22.21216226,-1.209544145,0.029023846,-15.76374086,-13.17420545,-3.710382943,-9.678579366,0.206624872,-14.51524243,0.662040123,-0.939937505,-5.942054514,abhogi
53,Prasanna Venkataraman - Manasu Nilpa-4,0.045250829,0.254048736,2247.239882,1925.256178,3861.234985,0.121509469,-320.8982958,94.10169237,-16.63348672,12.49285367,-4.192154021,-7.180152412,-37.0154999,-7.211812246,-19.36446378,-7.358137693,-4.120201429,-14.65023176,-9.700741433,-0.700900172,-11.36648006,-2.734126733,-14.18889438,0.154337104,-3.987553006,-6.173736026,abhogi
54,Prasanna Venkataraman - Manasu Nilpa-5,0.037959021,0.224548855,2162.859548,2080.137515,3973.234308,0.092673665,-354.8855797,67.68879691,5.069213393,13.2790872,-20.98844831,-2.392221807,-28.85006985,-11.83882254,-22.4822332,-9.922574123,-5.842626472,-15.15051591,-9.495008146,-5.794808095,-11.94174276,-7.406715308,-11.53283616,-10.7141109,-9.294389907,-5.025208042,abhogi
55,Prasanna Venkataraman - Manasu Nilpa-6,0.038276307,0.217683829,2572.357958,2436.062926,5340.634373,0.091442002,-300.0692918,41.11577506,-5.922601172,34.48229473,-19.94391276,-10.51475118,-41.17511205,-2.436798374,-20.80204089,-24.43990409,-12.27065321,-12.96047543,-10.79134248,-9.499216829,-14.10316869,-7.741845084,-13.28480547,-16.33712888,-7.626506819,-11.06434196,abhogi
56,Prasanna Venkataraman - Manasu Nilpa-7,0.04475107,0.246865559,2287.594086,2282.728887,4713.563164,0.103282444,-312.2911088,67.32218405,-9.703173574,5.597321745,-28.39601237,-7.915720729,-31.3663317,-15.19178291,-20.01830489,-1.911253918,-11.60856899,-21.30429109,-7.81369023,-3.991405807,-13.48744987,-8.792223675,-14.94079487,-11.3049043,-9.957068596,2.798235984,abhogi
57,Prasanna Venkataraman - Manasu Nilpa-8,0.039156545,0.288745378,2079.965696,2245.491268,4235.707721,0.091504738,-322.5433277,94.97979482,2.634495649,11.95687218,-19.24043347,-1.234262753,-22.3446208,-9.537757875,-24.89552882,-11.29227718,-5.55168563,-7.923747532,-5.008294291,-2.05634273,-7.415418797,-1.541888222,-16.51694219,-2.70627385,-4.682723355,-1.620905123,abhogi
58,Prasanna Venkataraman - Manasu Nilpa-9,0.005246929,0.250264125,6000.394239,2069.335444,8218.250305,0.50249167,-601.4095389,-14.810882,21.70736637,-14.75314885,-3.583953735,1.787218199,-8.861033002,-3.881399555,-0.676160225,-9.60586721,-5.655074252,1.453066543,-1.057995604,5.287143271,0.108647585,2.485123937,-4.453572045,1.215477026,-7.884427089,3.919366609,abhogi
59,Prasanna Venkataraman - Manasu Nilpa-10,0.001441418,0.244054506,7118.375473,1671.817049,8794.288489,0.625272485,-733.9104247,-47.86886423,36.60075377,-13.88169626,3.350037876,1.168388187,-4.64429528,4.871773263,-5.429002981,2.893545023,0.630807892,-5.228206637,6.961126399,-6.214815666,3.995196162,0.156469817,-4.987825859,8.707296754,-10.44460653,8.172039082,abhogi
60,Sikkil Sisters - Evari Bodhana-1,0.002154778,0.191988712,4110.672982,2098.17865,5978.155518,0.320347179,-678.5229801,-6.11894955,-12.26044321,20.18673913,-9.414743448,-16.73889721,4.817578194,-7.562240286,-0.154588552,9.844200853,-2.221116334,2.119371407,7.640598119,-5.678870022,0.7642231,-2.813050301,-6.342686031,2.451293908,-0.349147837,-3.321331592,abhogi
61,Sikkil Sisters - Evari Bodhana-2,0.002154778,0.191988712,4110.672982,2098.17865,5978.155518,0.320347179,-678.5229801,-6.11894955,-12.26044321,20.18673913,-9.414743448,-16.73889721,4.817578194,-7.562240286,-0.154588552,9.844200853,-2.221116334,2.119371407,7.640598119,-5.678870022,0.7642231,-2.813050301,-6.342686031,2.451293908,-0.349147837,-3.321331592,abhogi
62,Sikkil Sisters - Evari Bodhana-3,0.001223985,0.252500771,5034.330921,1992.782245,6766.421648,0.43839472,-773.6908232,-33.29261665,0.026906843,40.170627,-28.18754565,7.917155078,23.34425205,-20.28681873,10.99402161,3.295530702,-4.64867488,4.44482105,2.072317143,0.000219877,2.689570559,-2.891551465,1.198517597,2.129068585,-0.859901531,0.659464129,abhogi
63,Sikkil Sisters - Evari Bodhana-4,0.007797953,0.194083913,4269.724483,2014.18346,5949.811623,0.360287291,-553.3269269,10.42470572,-5.843064546,9.769073249,-11.50278626,-2.982041888,-5.869140533,-12.6130919,3.83830538,-7.296500277,-3.864163055,5.955388578,-4.707186737,1.66376519,1.918564996,-10.18225555,-1.380828204,2.517561259,-0.044020782,3.311824512,abhogi
64,Sikkil Sisters - Evari Bodhana-5,0.032262959,0.196205472,3227.195629,1957.169226,5121.221716,0.21648985,-445.5607614,4.708254939,-28.14522844,9.108095342,-9.932914102,-0.488905023,-1.454681187,-9.058001882,4.865651273,-13.79189243,-12.12630829,8.01527181,4.148108581,-5.270334145,-1.376919662,1.503390903,-0.214132939,5.277478859,10.03113131,8.536058019,abhogi
65,Sikkil Sisters - Evari Bodhana-6,0.001097336,0.244366786,5488.231495,2228.264611,7805.959459,0.441250425,-804.4689583,-55.69420455,20.06075491,20.41469759,-11.25907867,6.77087675,1.830039613,-17.56261385,16.3278725,-15.56347142,-3.448401152,2.951223037,-1.314631486,0.222727586,0.826698805,5.938285625,-4.36801168,5.674247611,4.775358036,-3.517305388,abhogi
66,Sikkil Sisters - Evari Bodhana-7,0.010234877,0.201351459,4734.198923,2144.349217,6507.278928,0.405899048,-510.990105,6.189719621,-10.70460481,-3.232548906,-13.003699,4.100728974,6.89893407,-2.668533687,0.238849501,-10.00043093,-6.981511554,3.408495065,1.01870427,0.51385543,0.218688235,-3.177857256,-1.219310892,3.699420668,5.668357638,5.339710489,abhogi
