,filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,raga
39,Kunnakkudi M Balamuralikrishna - Yarenru Raghavanai.mp3-10,0.082079008,0.262292238,1365.413945,1708.320364,2628.775771,0.05568636,-228.4990963,135.6507561,-15.27637158,24.40389207,-2.017656948,4.876213794,-13.47893106,-10.98294793,-14.32359518,-9.104849934,-0.585945364,-4.598185035,1.265429683,-0.661201167,0.887196028,7.889537702,-9.124260931,-6.320289059,-5.676446017,-1.305012298,yadukula kambhoji
40,Parassala Ponnammal - Mohanamayee.mp3-1,0.064130828,0.25760352,1206.379204,977.6710777,2099.637304,0.078423184,-268.1337816,179.0401982,-78.01299749,11.18531171,-1.623923072,-26.31067121,1.980274499,-28.24029152,-7.133657031,2.493369112,-20.99413401,-5.509853373,-8.918549238,-5.665388154,1.704087645,-13.53710054,-2.300304976,2.811257858,-2.105549828,3.285157866,yadukula kambhoji
41,Parassala Ponnammal - Mohanamayee.mp3-2,0.10820704,0.260429994,1137.859462,958.636882,1985.796325,0.069475015,-225.0188862,186.4649394,-80.22592944,13.08254836,-4.915491654,-29.56634855,-0.305067302,-31.77550591,-6.736431799,0.644087838,-22.43014207,-4.130925747,-10.50193034,-4.132457722,1.735061033,-20.12632299,-4.772832337,1.618675031,-6.255233578,1.205541513,yadukula kambhoji
42,Parassala Ponnammal - Mohanamayee.mp3-3,0.10687831,0.269627138,1209.404784,966.3336426,2121.420505,0.07700218,-215.0942168,178.5284367,-82.93021765,13.87488235,0.840582685,-32.77264611,-5.627794492,-30.88198792,-7.556670734,1.135343181,-21.95450301,-5.261922236,-9.809891938,-6.235153243,0.75586286,-18.50084202,-6.629035162,0.655080525,-6.040678328,-0.71845229,yadukula kambhoji
43,Parassala Ponnammal - Mohanamayee.mp3-4,0.114779659,0.242180328,1223.524847,987.0625951,2153.270313,0.073623893,-218.359738,165.6306091,-79.04970913,11.56709432,-2.639392161,-31.54707989,-4.728405356,-30.30880024,-10.27858968,-2.881968131,-24.25324713,-6.096004104,-8.314486906,-5.731421382,-1.271579542,-18.37856834,-4.414633617,2.831395861,-6.10996223,-2.156870572,yadukula kambhoji
44,Parassala Ponnammal - Mohanamayee.mp3-5,0.043606501,0.249449337,1442.306036,1130.416639,2630.592427,0.088451846,-296.0319835,153.3253201,-78.91836088,18.54237758,-0.500338277,-26.43260223,4.061270277,-26.4929181,-4.131464416,-0.840284998,-31.17493443,-5.226934086,-3.526077825,-7.452483394,5.886715011,-3.850719109,2.309428219,8.752627679,5.031388754,9.238711184,yadukula kambhoji
45,Parassala Ponnammal - Mohanamayee.mp3-6,0.055781756,0.255152974,1209.015243,998.7001911,2077.279106,0.076680186,-281.5103553,175.1849767,-75.63343608,12.45899798,-6.83635174,-26.62164583,3.21689862,-29.35099776,-6.571351658,-0.090103571,-21.35712405,-1.84777861,-8.853820537,-4.379010364,3.250575284,-14.38546086,-1.48362478,1.369912874,-3.528925165,4.971056317,yadukula kambhoji
46,Parassala Ponnammal - Mohanamayee.mp3-7,0.093272813,0.290124581,1302.282344,1013.754254,2281.786202,0.088851315,-206.0567279,167.0998535,-77.00275232,12.32311627,-5.622845863,-31.22963376,0.957742102,-22.12669115,-2.101649768,-1.095657655,-20.8948549,2.089740436,-6.495252074,-7.662875015,1.955358605,-11.95838961,-2.117926741,-1.85293561,-7.611060285,2.193823542,yadukula kambhoji
47,Parassala Ponnammal - Mohanamayee.mp3-8,0.162980139,0.264591276,1330.349423,1024.313443,2332.185898,0.083346057,-162.1530432,157.796301,-77.46072691,12.03945554,-7.210089402,-33.1311665,1.765723655,-18.84812707,-4.461350061,0.970508219,-16.44146043,-2.34039339,-9.322407344,-5.270461533,-1.495838917,-15.9601405,-1.763526538,-1.47405666,-8.648280299,-1.140343837,yadukula kambhoji
48,Parassala Ponnammal - Mohanamayee.mp3-9,0.151229247,0.256600282,1289.917667,1020.608418,2285.111182,0.077661284,-175.128181,170.2668792,-86.18402267,17.05175905,-6.225399296,-35.08802493,0.38978864,-25.69411038,-2.952998443,0.608542011,-18.54118363,1.397806232,-12.6847077,-7.230565899,3.424485696,-17.47845676,-1.957488089,1.346449758,-8.993064651,-0.841246086,yadukula kambhoji
49,Parassala Ponnammal - Mohanamayee.mp3-10,0.125823945,0.289605092,1294.308526,998.7873999,2224.253217,0.082999498,-183.2379292,177.0460526,-88.62982238,11.26691968,-10.60966312,-33.60323053,1.633162973,-28.10738403,-2.955318959,0.457135243,-20.7608427,1.783034259,-10.30599112,-5.99499822,4.042237581,-16.96047604,-2.733736891,1.391034908,-6.023559654,2.643859263,yadukula kambhoji
50,Sanjay Subrahmanyan - Kalai Tukki.mp3-1,0.040130846,0.263450037,1737.009929,1938.281671,3492.437215,0.083305997,-291.2326137,103.4385823,-28.21168794,17.14911114,-9.596051562,4.97848291,-21.72996754,-11.3114759,-5.561293546,-13.37622792,-7.258361319,6.505650038,-7.191422423,4.963761689,-2.71220419,-4.023524161,-6.554163435,-6.701731449,-7.904511798,4.922696289,yadukula kambhoji
51,Sanjay Subrahmanyan - Kalai Tukki.mp3-2,0.04031441,0.266725466,1884.882086,2001.759572,3688.686028,0.095550443,-282.5504017,97.11700769,-29.6621864,18.34738581,-11.62716884,2.15900627,-19.3109424,-11.2032223,-4.878769318,-17.24967557,-7.880047244,6.112158993,-9.003817265,3.26106773,0.317239185,-2.442954914,-4.704121321,-4.683561812,-7.898847611,-0.949330005,yadukula kambhoji
52,Sanjay Subrahmanyan - Kalai Tukki.mp3-3,0.040948343,0.29173746,1779.341078,1927.867548,3556.011831,0.085745135,-267.0023882,107.648812,-34.26646311,13.48673659,-11.56908389,3.209489144,-22.34378688,-14.47270214,-9.283020728,-17.05385147,-6.142705652,3.358013046,-9.492693024,4.379360741,-3.036992936,-4.096393474,-5.33637641,-4.200537665,-4.881664191,2.127929716,yadukula kambhoji
53,Sanjay Subrahmanyan - Kalai Tukki.mp3-4,0.042720091,0.257680598,1993.870314,2076.677668,4065.683749,0.089525158,-258.0627163,94.36407227,-32.7680562,15.49353562,-12.57779467,1.079128668,-23.50364813,-12.81531639,-6.225190606,-18.09654684,-7.644380794,4.217040933,-10.05439647,2.826926031,-0.095485835,-3.01739173,-6.131689867,-4.970356765,-6.955528445,-0.134521603,yadukula kambhoji
54,Sanjay Subrahmanyan - Kalai Tukki.mp3-5,0.064794675,0.241883721,1870.605795,1983.515671,3795.052052,0.082373652,-223.5198782,95.741626,-37.15453268,1.170917269,-27.02420342,0.07679919,-25.56004565,-16.0042446,-10.71197904,-15.19744699,-1.822208843,3.008117804,-10.80901059,3.390180081,-5.656096911,-6.320130281,-7.678355977,-8.135722544,-8.80844591,1.706665667,yadukula kambhoji
55,Sanjay Subrahmanyan - Kalai Tukki.mp3-6,0.028181015,0.239843984,2093.096408,1990.52813,4033.217278,0.119082802,-284.5668842,86.8253839,-45.34034702,14.16452838,-19.82668145,-0.709006414,-6.889419281,0.514223639,-8.511080746,-21.51427967,-12.24681334,9.780449525,8.755038804,7.553159579,2.310725872,2.322073297,3.661477638,1.548969247,-0.972036436,10.35182352,yadukula kambhoji
56,Sanjay Subrahmanyan - Kalai Tukki.mp3-7,0.040218413,0.21825758,2222.093267,1963.305291,3975.06763,0.134233504,-263.9881771,71.24372397,-54.27696626,8.183946668,-20.45232467,-2.464332411,-4.953969441,1.943437854,-12.57979513,-17.07743645,-6.014720558,17.05097783,19.52165535,14.27527954,4.121532489,6.15844386,6.470700117,1.996920631,-2.341067433,7.575879527,yadukula kambhoji
57,Sanjay Subrahmanyan - Kalai Tukki.mp3-8,0.057232659,0.301627764,1780.975799,2056.923848,3759.943931,0.072679455,-219.4909947,112.4200025,-21.67887817,22.54255707,-3.544323802,12.7592968,-16.19046966,-10.73984351,-3.491815726,-14.66522086,-9.276757284,5.838508789,-11.69824206,4.238599714,-4.387180181,-3.833776782,-7.327757396,-2.44108532,-4.255792926,0.12868998,yadukula kambhoji
58,Sanjay Subrahmanyan - Kalai Tukki.mp3-9,0.081266031,0.319910314,1942.579753,2221.867591,4131.208352,0.082982869,-164.0728281,106.9981803,-13.23019082,19.88268091,-3.734840431,15.33541151,-12.45580316,-12.60524594,-0.331541355,-12.90240339,-10.75590664,6.107099991,-10.68599507,0.90205531,-5.062509412,-1.032586602,-8.552241434,1.212156895,-8.123913909,1.517227735,yadukula kambhoji
59,Sanjay Subrahmanyan - Kalai Tukki.mp3-10,0.077864327,0.313446739,1967.961449,2235.745364,4242.91601,0.08289708,-167.5516261,106.5086937,-14.96721323,20.46434088,-6.222746186,14.94459778,-8.378361814,-11.40769572,-0.225579433,-10.47033867,-5.975502663,7.779648955,-10.88116971,1.346572296,-6.947918092,-2.820477127,-12.39883077,0.806334159,-9.480498905,3.720798008,yadukula kambhoji
60,Abhishek Raghuram - Sri Rama Jaya Rama.mp3-1,0.07604675,0.280502197,1587.647898,1697.604005,2730.001228,0.088531364,-214.2837872,116.7805134,-44.85688578,5.427556546,-1.047788997,-4.67092463,-24.11831943,-5.642356582,-11.36818319,1.559592002,-2.454266547,-3.775508126,-0.196655071,-6.337142006,-11.52285952,1.293982406,-0.255556215,2.232615095,0.707396945,5.432975246,yadukula kambhoji
61,Abhishek Raghuram - Sri Rama Jaya Rama.mp3-2,0.07604675,0.280502197,1587.647898,1697.604005,2730.001228,0.088531364,-214.2837872,116.7805134,-44.85688578,5.427556546,-1.047788997,-4.67092463,-24.11831943,-5.642356582,-11.36818319,1.559592002,-2.454266547,-3.775508126,-0.196655071,-6.337142006,-11.52285952,1.293982406,-0.255556215,2.232615095,0.707396945,5.432975246,yadukula kambhoji
62,Abhishek Raghuram - Sri Rama Jaya Rama.mp3-3,0.14773494,0.261298136,1517.78423,1692.676305,2856.151905,0.06777586,-136.4577214,127.4018189,-38.68292037,19.37928605,-6.402536544,-5.051677679,-20.1233691,-8.621182828,-13.80890951,2.961300341,-2.037084789,-7.142134468,-5.310450758,-6.084443769,-12.31238746,-0.033051123,-6.289484743,0.037585975,-1.027816989,1.669622643,yadukula kambhoji
